"N_BacBac";"P_BacBac";"N_BacDino";"P_BacDino";"N_DinoDino";"P_DinoDino";"N_AAutres";"P_AAutres";"N_asso";"N_bac";"P_bac";"N_dino";"P_dino";"N_autres";"P_autres";"N_taxons"
"388";0,320926385442514;339;0,280397022332506;89;0,0736145574855252;393;0,325062034739454;1209;44;0,564102564102564;21;0,269230769230769;13;0,166666666666667;78
"357";0,295285359801489;383;0,316790736145575;83;0,0686517783291977;386;0,319272125723739;1209;44;0,564102564102564;21;0,269230769230769;13;0,166666666666667;78
"404";0,334160463192721;345;0,285359801488834;83;0,0686517783291977;377;0,311827956989247;1209;44;0,564102564102564;21;0,269230769230769;13;0,166666666666667;78
"406";0,335814722911497;366;0,30272952853598;92;0,076095947063689;345;0,285359801488834;1209;44;0,564102564102564;21;0,269230769230769;13;0,166666666666667;78
"378";0,312655086848635;370;0,306038047973532;92;0,076095947063689;369;0,305210918114144;1209;44;0,564102564102564;21;0,269230769230769;13;0,166666666666667;78
"391";0,323407775020678;379;0,313482216708023;73;0,0603804797353184;366;0,30272952853598;1209;44;0,564102564102564;21;0,269230769230769;13;0,166666666666667;78
"407";0,336641852770885;349;0,288668320926385;82;0,0678246484698098;371;0,30686517783292;1209;44;0,564102564102564;21;0,269230769230769;13;0,166666666666667;78
"402";0,332506203473945;370;0,306038047973532;77;0,0636889991728701;360;0,297766749379653;1209;44;0,564102564102564;21;0,269230769230769;13;0,166666666666667;78
"366";0,30272952853598;381;0,315136476426799;93;0,0769230769230769;369;0,305210918114144;1209;44;0,564102564102564;21;0,269230769230769;13;0,166666666666667;78
"391";0,323407775020678;376;0,311000827129859;75;0,0620347394540943;367;0,303556658395368;1209;44;0,564102564102564;21;0,269230769230769;13;0,166666666666667;78
"387";0,320099255583127;369;0,305210918114144;86;0,0711331679073615;367;0,303556658395368;1209;44;0,564102564102564;21;0,269230769230769;13;0,166666666666667;78
"385";0,318444995864351;375;0,310173697270471;85;0,0703060380479735;364;0,301075268817204;1209;44;0,564102564102564;21;0,269230769230769;13;0,166666666666667;78
"375";0,310173697270471;359;0,296939619520265;85;0,0703060380479735;390;0,32258064516129;1209;44;0,564102564102564;21;0,269230769230769;13;0,166666666666667;78
"387";0,320099255583127;376;0,311000827129859;72;0,0595533498759305;374;0,309346567411084;1209;44;0,564102564102564;21;0,269230769230769;13;0,166666666666667;78
"367";0,303556658395368;374;0,309346567411084;91;0,0752688172043011;377;0,311827956989247;1209;44;0,564102564102564;21;0,269230769230769;13;0,166666666666667;78
"356";0,294458229942101;379;0,313482216708023;77;0,0636889991728701;397;0,328370554177006;1209;44;0,564102564102564;21;0,269230769230769;13;0,166666666666667;78
"411";0,339950372208437;350;0,289495450785773;85;0,0703060380479735;363;0,300248138957816;1209;44;0,564102564102564;21;0,269230769230769;13;0,166666666666667;78
"379";0,313482216708023;373;0,308519437551696;77;0,0636889991728701;380;0,314309346567411;1209;44;0,564102564102564;21;0,269230769230769;13;0,166666666666667;78
"367";0,303556658395368;372;0,307692307692308;86;0,0711331679073615;384;0,317617866004963;1209;44;0,564102564102564;21;0,269230769230769;13;0,166666666666667;78
"387";0,320099255583127;360;0,297766749379653;85;0,0703060380479735;377;0,311827956989247;1209;44;0,564102564102564;21;0,269230769230769;13;0,166666666666667;78
"397";0,328370554177006;364;0,301075268817204;95;0,0785773366418528;353;0,291976840363937;1209;44;0,564102564102564;21;0,269230769230769;13;0,166666666666667;78
"385";0,318444995864351;359;0,296939619520265;89;0,0736145574855252;376;0,311000827129859;1209;44;0,564102564102564;21;0,269230769230769;13;0,166666666666667;78
"376";0,311000827129859;376;0,311000827129859;83;0,0686517783291977;374;0,309346567411084;1209;44;0,564102564102564;21;0,269230769230769;13;0,166666666666667;78
"393";0,325062034739454;355;0,293631100082713;79;0,065343258891646;382;0,315963606286187;1209;44;0,564102564102564;21;0,269230769230769;13;0,166666666666667;78
